id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
202913653,ce76a05a-f07d-4e9e-84fa-aa2b1ea36661,2024/03/12 9:16 PM,2024-03-12,2024-03-13 01:16:00 UTC,Eastern Time (US & Canada),7865272,ethancrow04,,2024-03-18 01:18:06 UTC,2024-03-25 05:14:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202913653,https://inaturalist-open-data.s3.amazonaws.com/photos/358434550/medium.jpeg,,"",,2,0,false,,"Columbia, SC, USA",34.008877232,-80.9900217604,1,,,,1,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202936501,c885726f-4dee-4a3b-9886-4a085b09e46d,2024-03-17 22:18:41-04:00,2024-03-17,2024-03-18 02:18:41 UTC,Eastern Time (US & Canada),3361076,garthbrewster,Garth Brewster,2024-03-18 05:15:59 UTC,2024-11-25 01:11:09 UTC,research,,https://www.inaturalist.org/observations/202936501,https://static.inaturalist.org/photos/358481029/medium.jpg,,"","",3,0,false,3,"198th Trace, O Brien, FL, US",30.0841963,-83.086339,36,,,,36,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202972038,08d0759d-dcd7-4374-8d9b-d800d921b694,2024-03-18 08:46:59-04:00,2024-03-18,2024-03-18 12:46:59 UTC,Eastern Time (US & Canada),7267404,algraff,,2024-03-18 14:09:24 UTC,2024-03-21 04:10:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202972038,https://inaturalist-open-data.s3.amazonaws.com/photos/358547610/medium.jpg,,"","",2,0,false,3,"Hampton Ct, Perry, GA, US",32.467005,-83.7443866667,6,,,,6,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202983061,4e799204-aecd-441e-8088-2bc408e78ef2,2024-03-18 11:55:27-04:00,2024-03-18,2024-03-18 15:55:27 UTC,America/Detroit,292489,elliotgreiner,Elliot Greiner,2024-03-18 15:55:42 UTC,2024-03-21 04:10:18 UTC,research,CC-BY,https://www.inaturalist.org/observations/202983061,https://inaturalist-open-data.s3.amazonaws.com/photos/358569090/medium.jpg,,"","",2,0,false,3,"University of Michigan, Ann Arbor, MI, US",42.2756147152,-83.7365649362,30,,,,30,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202983107,e607d19a-38ab-4139-90a6-3bae6cb45df2,2024-03-18 11:55:21-04:00,2024-03-18,2024-03-18 15:55:21 UTC,America/Detroit,5888604,rowansherwood,Rowan Sherwood,2024-03-18 15:56:11 UTC,2024-03-21 04:10:14 UTC,research,,https://www.inaturalist.org/observations/202983107,https://static.inaturalist.org/photos/358569146/medium.jpg,,"","",3,0,false,3,"University of Michigan, Ann Arbor, MI, US",42.275405,-83.7361966667,63,,,,63,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
202988034,d4ef5544-695c-4f2d-aa53-5c2a996de12d,2024-03-16 15:29:18-07:00,2024-03-16,2024-03-16 22:29:18 UTC,America/Vancouver,7567772,brewarbler,,2024-03-18 16:38:10 UTC,2024-03-21 04:10:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202988034,https://inaturalist-open-data.s3.amazonaws.com/photos/358578372/medium.jpg,,"","",2,0,false,3,"Greater Vancouver, CA-BC, CA",49.3335266726,-123.0918811929,21,,,,26550,obscured,open,true,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203009476,4c7bd5b8-00a0-4055-b962-a432dcf2686b,2024-03-18 14:28:01-05:00,2024-03-18,2024-03-18 19:28:01 UTC,Central Time (US & Canada),7884645,sidney_necheles,Sidney Necheles,2024-03-18 19:28:10 UTC,2024-03-21 18:59:35 UTC,research,,https://www.inaturalist.org/observations/203009476,https://static.inaturalist.org/photos/358619193/medium.jpg,,"","",2,0,false,3,"Illinois State University, Normal, IL, US",40.5101476939,-88.9909035364,91,,,,91,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203012418,f0678d08-e412-4f5c-925d-cd025260e7f0,2024-03-14 16:35:22,2024-03-14,2024-03-14 21:35:22 UTC,Central Time (US & Canada),1088058,safron,Dakota Parish,2024-03-18 19:54:05 UTC,2024-06-23 17:33:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/203012418,https://inaturalist-open-data.s3.amazonaws.com/photos/358625110/medium.jpeg,,"",,3,0,false,2,"Gilbertsville, KY 42044, USA",36.9962692222,-88.2915954444,,,,,,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203097709,5e3c91c7-185d-4a64-b120-c09bc7be251c,2024-03-15 16:12:45-05:00,2024-03-15,2024-03-15 21:12:45 UTC,Central Time (US & Canada),6872168,emma-raasch,,2024-03-19 13:22:06 UTC,2024-03-27 16:18:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203097709,https://inaturalist-open-data.s3.amazonaws.com/photos/358788664/medium.jpg,,"","",3,0,false,3,"Old F Rd, Rio, WI, US",43.4039333429,-89.2250666667,20,,,,20,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203106487,6285c605-f62b-452c-8072-a63c7dc96fce,2024-03-18 10:42:36,2024-03-18,2024-03-18 14:42:36 UTC,Eastern Time (US & Canada),4714503,dave_logsdon,David Logsdon,2024-03-19 14:42:55 UTC,2024-03-21 04:06:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203106487,https://inaturalist-open-data.s3.amazonaws.com/photos/358803950/medium.jpeg,,"",,3,0,false,2,"Walkertown, KY 41701, USA",37.3130397997,-83.2377237997,,,,,,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203108894,3822810c-ff73-443f-9e2b-4668bedaa191,2024/03/14 9:58 AM,2024-03-14,2024-03-14 14:58:00 UTC,Central Time (US & Canada),762219,willbeedee,Brandie Dunn,2024-03-19 15:05:20 UTC,2024-03-25 05:14:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203108894,https://inaturalist-open-data.s3.amazonaws.com/photos/358807959/medium.jpeg,,"",,3,0,false,,"Hardin County, IL, USA",37.5652259484,-88.4082983605,15,,,,15,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203111216,ddb1a7fa-d9bf-449e-8bcc-d991f6cb2f3f,2024/03/16 2:39 PM,2024-03-16,2024-03-16 19:39:00 UTC,Central Time (US & Canada),762219,willbeedee,Brandie Dunn,2024-03-19 15:26:13 UTC,2024-04-05 21:33:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203111216,https://inaturalist-open-data.s3.amazonaws.com/photos/358811929/medium.jpeg,,"",,1,0,false,,"Dixon Springs State Park, 982 IL-146, Golconda, IL 62938, USA",37.3805985,-88.6662004,196,,,,196,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203137025,7c879d43-fc8f-47cc-8a7d-473c8b568098,2024-03-19 13:39:55-05:00,2024-03-19,2024-03-19 18:39:55 UTC,Central Time (US & Canada),2557792,sbpeterson,,2024-03-19 18:52:50 UTC,2024-04-26 20:03:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203137025,https://inaturalist-open-data.s3.amazonaws.com/photos/358857796/medium.jpg,,"","",3,0,false,3,"Bolton Village Ln, Niceville, FL, US",30.5004383333,-86.415855,3,,,,3,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203150004,fa2d4021-6f94-4747-bfc7-6d5068c2d5f8,2024-03-19 16:44:43-04:00,2024-03-19,2024-03-19 20:44:43 UTC,Eastern Time (US & Canada),7883900,sweta_nalavala,,2024-03-19 20:45:07 UTC,2024-04-25 14:11:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203150004,https://inaturalist-open-data.s3.amazonaws.com/photos/358884722/medium.jpg,,"","",1,0,false,3,"State Botanical Garden of Georgia, Athens, GA, US",33.9013924739,-83.3851142011,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203155418,bdec85bf-ede3-41c2-a93b-130e5ab30cf1,2024-03-19 15:05:06,2024-03-19,2024-03-19 19:05:06 UTC,Eastern Time (US & Canada),5107103,marklititz,Mark,2024-03-19 21:29:22 UTC,2024-03-25 05:14:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203155418,https://inaturalist-open-data.s3.amazonaws.com/photos/358892735/medium.jpeg,,"",,2,0,false,2,"Lititz, PA 17543, USA",40.148649419,-76.3007612899,13313,,,,13313,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203156277,c09ba9c3-04b5-4a71-a601-1e9cb903bd07,2024-03-19 17:07:26-04:00,2024-03-19,2024-03-19 21:07:26 UTC,Eastern Time (US & Canada),7719452,jmvalle,Julitza Valle,2024-03-19 21:36:23 UTC,2024-03-25 05:14:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203156277,https://inaturalist-open-data.s3.amazonaws.com/photos/358894377/medium.jpg,,"","",2,0,false,3,"UNC Greensboro, Greensboro, NC, US",36.0701406471,-79.8114127762,31,,,,31,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203157890,25f579f1-f3e6-4dc2-94b2-b3bdea6ce4cb,2024-03-19 17:39:17-04:00,2024-03-19,2024-03-19 21:39:17 UTC,Eastern Time (US & Canada),4559244,vernselden,,2024-03-19 21:50:08 UTC,2024-03-25 05:14:01 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/203157890,https://inaturalist-open-data.s3.amazonaws.com/photos/359103890/medium.jpg,,"","",2,0,false,3,"Augusta Convention Center, Augusta, GA, US",33.478675,-81.968155,11,,,,11,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203179388,1b656c3a-e137-4da4-930f-141e03d6e20f,2024/03/18 10:46 AM,2024-03-18,2024-03-18 14:46:00 UTC,Eastern Time (US & Canada),1896586,waltwoman,Emma Waltman,2024-03-20 01:13:47 UTC,2024-03-25 05:13:58 UTC,research,,https://www.inaturalist.org/observations/203179388,https://inaturalist-open-data.s3.amazonaws.com/photos/358937514/medium.jpg,,"",,3,0,false,,"Upper Deerfield Township, NJ, USA",39.5271904218,-75.1999046097,119,,,,119,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203185129,2c4ff4aa-8de4-4d5a-97cf-f62e43fdc110,2024-03-19 15:10:09-05:00,2024-03-19,2024-03-19 20:10:09 UTC,Central Time (US & Canada),4044712,marissa_mmi,Marissa Marie Italiano,2024-03-20 02:17:06 UTC,2024-03-26 01:47:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203185129,https://inaturalist-open-data.s3.amazonaws.com/photos/358951842/medium.jpg,,"","quite a large bee, perhaps an inch lengthwise!",4,0,false,3,"LARC's Acadian Village, Lafayette, LA, US",30.1768033333,-92.0922083333,33,,,,33,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203264754,2064fa82-b411-4d0d-95dc-c51f84fc3458,2024-03-20 14:15:18-05:00,2024-03-20,2024-03-20 19:15:18 UTC,Central Time (US & Canada),7817219,gretchen_j,,2024-03-20 19:27:08 UTC,2024-03-25 05:13:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203264754,https://inaturalist-open-data.s3.amazonaws.com/photos/359104539/medium.jpg,,"","",3,0,false,3,"Bordeaux, Nashville, TN, US",36.1891665124,-86.8422494084,5,,,,5,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203269602,ab4c5579-7e2c-4ebb-9727-b2927d5474a7,2024-03-20 16:00:09,2024-03-20,2024-03-20 20:00:09 UTC,Eastern Time (US & Canada),4237379,tanner82,Tanner Sparks,2024-03-20 20:10:05 UTC,2024-03-26 17:00:28 UTC,research,,https://www.inaturalist.org/observations/203269602,https://static.inaturalist.org/photos/359314234/medium.jpeg,,"",,1,0,false,2,"Kathleen, GA 31047, USA",32.51669305,-83.64702188,7,,,,7,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203279792,278aefa2-1a0a-4daf-b328-5443f35d05da,2024-03-17 18:58:14-05:00,2024-03-17,2024-03-17 23:58:14 UTC,Central Time (US & Canada),5484642,ginnylh,,2024-03-20 21:36:42 UTC,2024-03-26 07:38:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203279792,https://inaturalist-open-data.s3.amazonaws.com/photos/359132068/medium.jpg,,"","",3,0,false,3,"Scenic Dr, Mobile, AL, US",30.5905033333,-88.1085278333,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203298104,1f71b611-674b-413b-a3c5-6a41603467b0,2024-03-20 11:22:13-04:00,2024-03-20,2024-03-20 15:22:13 UTC,Eastern Time (US & Canada),7719126,zhaojunqiu,,2024-03-21 00:27:56 UTC,2024-10-03 02:31:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203298104,https://inaturalist-open-data.s3.amazonaws.com/photos/359168276/medium.jpg,,"","",2,0,false,3,"The University of North Carolina at Chapel Hill, Chapel Hill, NC, US",35.9101333333,-79.0494166667,5,,,,5,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203299536,4a8312a4-01fc-40b2-bd2f-06c67ef18f01,2024-03-20 13:13:02,2024-03-20,2024-03-20 17:13:02 UTC,Eastern Time (US & Canada),83410,th92105,Thomas Herman,2024-03-21 00:43:06 UTC,2024-08-29 18:44:03 UTC,research,CC-BY,https://www.inaturalist.org/observations/203299536,https://inaturalist-open-data.s3.amazonaws.com/photos/359171483/medium.jpeg,,"",,2,0,false,2,"York Township, PA, USA",39.9061277778,-76.618275,,,,,,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203301890,3f01d9aa-4f99-4d9a-9e72-a032c4ead359,2024-03-20 21:06:26-04:00,2024-03-20,2024-03-21 01:06:26 UTC,Eastern Time (US & Canada),4022691,metazoan,,2024-03-21 01:07:27 UTC,2024-03-25 05:13:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203301890,https://inaturalist-open-data.s3.amazonaws.com/photos/359175643/medium.jpg,,"","",2,0,false,3,"Camden Rd, Charlotte, NC, US",35.2147616667,-80.8573216667,62,,,,62,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203312394,a14099c9-5129-42f8-ab86-e3ba6d6a55ee,2024/03/20 2:13 PM,2024-03-20,2024-03-20 18:13:00 UTC,Eastern Time (US & Canada),4901104,ceeekay,Caleb Kriesberg,2024-03-21 03:07:21 UTC,2024-03-25 05:18:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203312394,https://inaturalist-open-data.s3.amazonaws.com/photos/359196791/medium.jpg,,"",,4,1,false,,"Silver Spring, MD, USA",38.9974659928,-77.0171000171,15,,,,15,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203352531,1af32ce9-bf36-4360-a586-45898a388e81,2024-03-21 10:01:54,2024-03-21,2024-03-21 14:01:54 UTC,Eastern Time (US & Canada),7154648,faguscarolinensis,"",2024-03-21 14:16:42 UTC,2024-03-31 17:48:37 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/203352531,https://inaturalist-open-data.s3.amazonaws.com/photos/359274880/medium.jpeg,,"",,3,0,false,2,"North Carolina, US",35.8239712313,-78.9096810889,6,,,,28620,obscured,open,true,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203391326,f3e8b43b-cd55-48b3-8be8-f1c81b19703b,2024-03-17 15:31:37-04:00,2024-03-17,2024-03-17 19:31:37 UTC,Eastern Time (US & Canada),1979039,hellbender23,,2024-03-21 20:22:29 UTC,2024-03-25 05:17:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203391326,https://inaturalist-open-data.s3.amazonaws.com/photos/359347545/medium.jpg,,"","",2,0,false,3,"Mimosa St, Richmond Hill, GA, US",31.9353716667,-81.3042366667,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203392390,fd1daba3-2fa5-4102-979c-849498b76488,2024-03-21 16:29:50-04:00,2024-03-21,2024-03-21 20:29:50 UTC,Eastern Time (US & Canada),432342,jesla17,,2024-03-21 20:31:21 UTC,2024-03-25 05:17:47 UTC,research,,https://www.inaturalist.org/observations/203392390,https://static.inaturalist.org/photos/359349413/medium.jpg,,"",One very cold queen that picked a bad day to emerge,2,0,false,3,"Wakefield Rd, Hiram, OH, US",41.3096924499,-81.1439782475,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203396149,83492519-abbd-4364-813a-523c6ce83a38,2024-03-20 14:00:46-05:00,2024-03-20,2024-03-20 19:00:46 UTC,Central Time (US & Canada),974070,liquidanbar,Katherine Parys,2024-03-21 21:04:10 UTC,2024-03-26 01:42:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/203396149,https://inaturalist-open-data.s3.amazonaws.com/photos/359355852/medium.jpg,,"","",5,0,false,3,"US-45 S, Waynesboro, MS, US",31.7619133333,-88.6684116667,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203400689,a4f48130-210b-4a66-89bf-4fd95ddf3f31,2024-03-21 12:42:20,2024-03-21,2024-03-21 16:42:20 UTC,Eastern Time (US & Canada),595077,rebecca145,Rebecca Gimenez Husted,2024-03-21 21:44:50 UTC,2024-08-01 19:38:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/203400689,https://inaturalist-open-data.s3.amazonaws.com/photos/359364261/medium.jpeg,,"",,3,0,false,2,"Macon, GA 31201, USA",32.8301889722,-83.622545,,,,,,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203402787,0b172c6b-3e21-4952-b1ea-50f2493ccae9,2024-03-21 18:03:54-04:00,2024-03-21,2024-03-21 22:03:54 UTC,Eastern Time (US & Canada),4072810,liza_hagey,Liza Hagey,2024-03-21 22:04:59 UTC,2024-03-25 05:17:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203402787,https://inaturalist-open-data.s3.amazonaws.com/photos/359368258/medium.jpg,,"","",2,0,false,3,"Fifth St SE, Hickory, NC, US",35.7219583333,-81.3299466667,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203402941,fdeb98c3-b8ea-43b1-9d62-35a6c628c2f0,2024-03-21 16:32:54-04:00,2024-03-21,2024-03-21 20:32:54 UTC,Eastern Time (US & Canada),2091126,bria_g,"",2024-03-21 22:06:36 UTC,2024-03-25 05:17:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203402941,https://inaturalist-open-data.s3.amazonaws.com/photos/359368608/medium.jpg,,"","",3,0,false,3,"Chapel Hill, NC, US",36.0385760561,-79.0460073501,344,,,,344,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203411988,c2781a46-f5cd-49cf-a64d-5ad430f7af2e,2024-03-21 19:02:00-04:00,2024-03-21,2024-03-21 23:02:00 UTC,Eastern Time (US & Canada),2841182,zm77,,2024-03-21 23:39:41 UTC,2024-10-21 08:08:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203411988,https://inaturalist-open-data.s3.amazonaws.com/photos/359386163/medium.jpg,,"","",5,0,false,3,"SW 55th Ln, Gainesville, FL, US",29.6030615182,-82.4495347581,24,,,,24,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203417648,ccc5ba98-c82f-4155-8039-a06a4020499a,2024-03-21 10:53:03,2024-03-21,2024-03-21 14:53:03 UTC,Eastern Time (US & Canada),595077,rebecca145,Rebecca Gimenez Husted,2024-03-22 00:43:47 UTC,2024-08-01 19:38:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/203417648,https://inaturalist-open-data.s3.amazonaws.com/photos/359397782/medium.jpeg,,"",,2,0,false,2,"Juliette, GA 31046, USA",32.9934859722,-83.727314,,,,,,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203426392,56008314-806d-43d3-b902-25e5f11f62fb,2024/03/19 5:14 PM,2024-03-19,2024-03-19 21:14:00 UTC,Eastern Time (US & Canada),6186840,mark_hughes,,2024-03-22 02:28:55 UTC,2024-03-25 05:17:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203426392,https://inaturalist-open-data.s3.amazonaws.com/photos/359415556/medium.jpeg,,"","Recovery, Decatur County, Georgia, (30.754356, -84.725224), coordinate accuracy is about 30 meters",2,0,false,,"Decatur County, GA, USA",30.754356,-84.72522,30,,,,30,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203428185,7f5b67b4-f6c5-42ca-a23a-3542799cabb7,2024/03/21,2024-03-21,,Eastern Time (US & Canada),1009578,tracysfeldman,"",2024-03-22 02:54:01 UTC,2024-03-25 05:17:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203428185,https://inaturalist-open-data.s3.amazonaws.com/photos/359417919/medium.jpeg,,"",,3,0,false,,"8305 Camp Durant Rd, Raleigh, NC 27614",35.8948523,-78.5790375,593,,,,593,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203470941,7e6f09ff-017b-49fd-a90e-4e2736d80291,2024/03/14 12:08 PM,2024-03-14,2024-03-14 16:08:00 UTC,Eastern Time (US & Canada),4707862,patsuttonwildlifegarden,Pat Sutton,2024-03-22 14:21:38 UTC,2024-03-25 05:17:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203470941,https://static.inaturalist.org/photos/359501669/medium.jpg,,"",Exploring the leaf litter,4,0,false,,"Samworth WMA, Georgetown County, SC, USA",33.475894035,-79.1860038045,67,,,,67,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203489040,58cbce84-e3cd-460b-8f0c-cc253011524a,2024-03-22 13:19:38,2024-03-22,2024-03-22 17:19:38 UTC,Eastern Time (US & Canada),7723036,sadiemat,,2024-03-22 17:21:14 UTC,2024-04-14 12:16:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203489040,https://inaturalist-open-data.s3.amazonaws.com/photos/359536478/medium.jpeg,,"",,3,0,false,2,"Chapel Hill, NC 27514, USA",35.9137683333,-79.0475483333,9,,,,9,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203490618,1e60e195-4cf8-4790-a0da-3caf9a5eeef5,2024-03-22 13:35:38-04:00,2024-03-22,2024-03-22 17:35:38 UTC,Eastern Time (US & Canada),7719243,macycrosser,,2024-03-22 17:37:11 UTC,2024-03-25 05:16:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203490618,https://inaturalist-open-data.s3.amazonaws.com/photos/359539869/medium.jpg,,"","",2,0,false,3,"W Cameron Ave, Chapel Hill, NC, US",35.908195,-79.0608221667,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203507146,75770bbe-63a0-4ded-8b6d-c3698b1946dc,2024/03/22 12:40 PM,2024-03-22,2024-03-22 16:40:00 UTC,Eastern Time (US & Canada),490794,highwaytohellgrammite,Grant Schiermeyer,2024-03-22 20:12:22 UTC,2024-03-25 05:12:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203507146,https://inaturalist-open-data.s3.amazonaws.com/photos/359569905/medium.jpeg,,"","",3,0,false,,"University, Blacksburg, VA, USA",37.2260264395,-80.4262143001,30,,,,30,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203534173,22b633b0-dad9-4275-8cba-ab502ef3e668,2024-03-22 16:41:15-04:00,2024-03-22,2024-03-22 20:41:15 UTC,Eastern Time (US & Canada),1844988,josaxon,Joanna Saxon,2024-03-23 00:28:25 UTC,2024-09-16 16:27:53 UTC,research,,https://www.inaturalist.org/observations/203534173,https://static.inaturalist.org/photos/359623899/medium.jpg,,"","",2,0,false,3,"Rutgers University, New Brunswick, NJ, US",40.4795333333,-74.431345,4,,,,4,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203541833,39f3266d-49a7-44a4-8170-f0ccaa5e6e2b,2024-03-22 11:40:29,2024-03-22,2024-03-22 15:40:29 UTC,Eastern Time (US & Canada),6721227,katcrowriv,Katie Livingstone,2024-03-23 01:56:04 UTC,2024-03-25 05:12:24 UTC,research,,https://www.inaturalist.org/observations/203541833,https://static.inaturalist.org/photos/359642078/medium.jpeg,,"",,2,0,false,2,"South Boston, VA 24592, USA",36.6986387227,-78.9016443864,260,,,,260,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203613807,493d4488-0d30-4efb-a1c6-55467e9ceb7e,2024-03-22 15:44:08,2024-03-22,2024-03-22 19:44:08 UTC,Eastern Time (US & Canada),6110455,turbofox_fl,,2024-03-23 17:08:05 UTC,2024-07-23 17:56:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/203613807,https://inaturalist-open-data.s3.amazonaws.com/photos/359772183/medium.jpeg,,"",,3,1,false,2,"Titusville, FL 32780, USA",28.5083108203,-80.7836341113,192,,,,192,,open,false,gps,gps,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
203646367,c89ff9aa-b1ad-48db-a6e1-bf9a81e5c66e,2024-03-23 16:41:37-04:00,2024-03-23,2024-03-23 20:41:37 UTC,Eastern Time (US & Canada),1809393,jtkindt,James Kindt,2024-03-23 21:09:50 UTC,2024-03-25 05:12:07 UTC,research,CC0,https://www.inaturalist.org/observations/203646367,https://inaturalist-open-data.s3.amazonaws.com/photos/359834065/medium.jpg,,"","",2,0,false,3,"E Hancock St, Decatur, GA, US",33.7643806212,-84.2945404819,24,,,,24,,open,false,,,Common Eastern Bumble Bee,Bombus impatiens,Common Eastern Bumble Bee,Insecta,118970
